Source,Target,Weight
367,22385,6
367,8443,2
367,4187,4
367,16036,3
367,2337,5
367,3081,12
367,10586,5
367,12929,5
367,1803,5
367,14128,1
367,12812,7
367,21863,6
367,2890,12
367,9514,5
367,19922,4
367,20900,5
367,14207,11
367,16431,3
367,10395,3
367,10973,8
367,12833,4
367,4265,1
367,13206,9
367,13791,11
367,14169,3
367,8855,9
367,13503,12
367,10670,3
367,14804,12
367,14622,6
367,2897,12
367,4760,5
367,19658,1
367,9109,3
369,14770,2
369,12230,2
369,5503,1
369,17340,4
369,3364,3
369,2278,2
369,9678,1
369,8893,3
369,7860,1
369,20013,3
369,21721,3
369,11849,3
369,17214,2
369,16639,2
369,8486,1
369,10129,3
369,3070,2
369,3906,2
369,20337,3
369,16111,3
369,9645,3
369,6018,2
369,21684,1
369,2825,2
369,20811,1
369,7111,2
369,7091,2
369,4720,2
369,21648,1
369,8045,3
369,10577,1
369,10814,1
369,14471,1
369,6555,3
369,19891,2
369,12783,2
369,9222,1
369,2159,2
369,12116,2
369,17056,3
369,22404,3
369,11719,2
369,5257,2
369,12873,2
369,16427,2
369,7549,3
369,11946,2
369,21491,2
369,10968,4
369,22110,2
369,9554,1
369,4053,1
369,13505,2
369,19653,4
369,18773,1
369,7670,2
369,18888,2
369,8351,2
369,13005,1
369,20857,2
369,5122,3
372,4402,5
376,2478,7
376,19343,6
376,14445,9
376,20550,4
381,1686,3
387,22122,7
387,20641,10
387,8164,2
387,4334,6
387,8668,3
387,18488,7
387,1424,8
387,22388,3
389,1923,2
389,22181,3
389,398,3
390,6226,10
390,15211,1
390,4583,3
393,11587,1
393,8547,2
393,1457,1
393,8584,1
393,8119,2
393,18386,3
396,18427,1
396,3897,6
396,5913,2
396,16644,3
396,4929,10
397,7025,2
397,11700,3
397,11428,1
397,13621,2
397,11580,1
397,17020,3
397,16329,3
397,13677,2
397,4296,2
397,21007,2
398,13536,3
398,11003,2
398,5448,3
398,731,3
398,22181,3
403,5123,3
403,11913,5
403,16464,2
403,21349,2
403,6931,3
403,9279,5
403,15906,3
403,10173,4
403,16511,4
403,11200,7
403,5752,7
403,9485,4
403,1874,4
403,3816,2
403,21110,3
403,9744,3
403,21510,5
403,5945,5
403,9227,5
403,12625,7
403,1111,7
403,20163,4
403,21923,6
403,21623,4
403,19176,3
403,18201,4
403,21568,2
403,8091,5
403,4439,2
403,9368,3
403,15645,5
410,3103,8
410,19026,3
410,11137,2
410,1618,10
410,19525,9
410,20516,5
410,7355,5
410,3241,3
410,18167,6
410,11173,3
410,12514,2
410,2864,5
410,21236,4
410,11850,2
410,7228,7
410,9034,7
410,11329,6
410,12774,5
410,13675,5
410,17591,6
410,4118,6
410,9641,11
410,15908,3
410,10974,4
410,20162,3
410,19268,6
410,13140,11
410,5082,8
410,1517,8
410,15416,8
410,20335,2
410,3885,6
410,14016,5
410,8795,4
410,7919,4
412,17495,6
412,5503,2
412,9678,1
412,19982,5
412,2315,4
412,21907,2
412,17340,8
412,17056,7
412,22100,2
412,19539,2
412,16001,3
412,21684,6
412,13178,2
412,16427,1
412,16639,2
412,3878,4
412,6018,2
412,21491,7
412,11585,4
412,9843,10
412,17308,8
412,17671,2
412,8486,1
412,7357,1
412,3070,3
412,16111,3
412,2671,7
412,3160,1
412,18819,7
412,18888,3
412,15475,2
412,9363,6
412,15928,7
412,22110,1
413,994,3
413,12747,6
413,8634,3
413,2385,6
413,21830,5
413,1540,12
417,7400,7
417,8382,3
417,13321,2
417,14262,3
417,14850,3
417,738,4
417,18648,3
417,5678,6
417,873,4
417,20334,3
417,7992,2
417,3966,7
417,16133,2
417,6030,1
419,17959,1
422,3741,2
427,15844,6
428,452,2
434,21301,6
435,12472,1
438,11560,1
438,8239,3
441,6148,3
441,798,3
441,18572,2
441,11563,2
441,8520,2
441,17711,1
441,3267,2
442,21491,3
442,5289,3
442,19862,2
442,3070,1
444,7212,2
444,3891,2
444,5780,1
445,16716,6
445,1467,2
445,16223,3
447,2925,3
447,9061,3
448,19505,6
448,2961,4
449,5300,4
449,16003,3
449,13631,2
449,9901,2
449,6002,3
449,5610,2
449,7910,3
449,12181,3
449,3380,3
449,12481,3
449,11302,3
449,9171,2
449,18491,3
449,3614,4
449,6477,2
449,20243,1
449,7097,3
450,21984,4
450,1491,4
450,19565,4
450,9710,1
451,1429,3
451,6139,1
451,21470,2
452,6344,1
452,8048,4
452,21470,2
452,18446,3
452,10222,3
452,8310,3
452,1429,4
452,20845,1
452,14787,2
452,14511,2
453,11767,5
456,8886,3
456,2507,5
456,3939,4
456,22400,4
456,11952,3
456,8747,4
456,17441,5
456,16976,4
456,16027,4
456,2823,2
456,10082,2
456,13059,3
456,10087,4
456,11948,3
457,15218,6
457,8222,6
457,1035,6
459,1061,2
459,3970,2
459,6179,1
459,6169,1
459,16809,3
459,16254,4
459,1587,3
459,15719,4
459,20191,2
460,20341,4
460,4402,3
460,16816,4
460,20334,2
466,20129,4
466,15657,2
466,15260,3
466,11170,3
466,22141,3
466,12412,3
466,19569,2
466,12331,4
466,14834,3
466,18732,2
466,1873,6
466,20890,3
468,11528,6
469,1228,8
469,20723,4
469,22417,4
469,7788,5
470,5284,4
470,7401,3
470,20712,4
470,9564,4
470,4800,2
470,17447,3
470,4472,2
470,12804,4
470,16553,5
470,9967,5
470,9739,3
470,12021,2
470,20957,3
470,5245,2
470,20717,5
470,7254,2
470,14059,3
476,20708,10
476,9488,3
479,7979,1
479,16368,2
479,6694,1
479,12075,3
479,7981,1
479,19747,3
479,20164,1
479,15183,1
482,9169,3
482,9725,3
482,17323,3
482,17846,4
482,4103,3
482,20249,4
488,21460,3
491,11514,9
491,20415,7
491,14668,1
492,10501,4
494,12472,1
494,20745,4
494,18819,5
494,17340,4
494,10995,4
494,21907,4
494,17056,3
494,10258,2
494,9554,2
494,8351,4
494,9164,2
494,8335,3
494,21491,4
494,9843,4
494,15384,4
494,20100,3
494,6049,4
494,9394,4
494,14350,3
494,8893,5
494,17437,1
494,16001,4
494,1224,7
494,17671,4
494,9363,5
494,5122,5
495,7536,1
495,13731,7
495,13535,4
495,8803,3
495,11127,4
495,8921,2
495,19261,3
495,14328,6
495,9030,3
495,8083,4
495,15544,6
495,1465,6
495,21182,5
495,21685,7
495,12592,7
495,16431,3
495,12837,2
495,17969,2
495,14481,10
495,1699,7
495,12252,8
495,15744,8
495,4230,4
499,1139,7
502,3869,3
502,9033,4
502,13667,7
502,1850,10
502,2134,5
502,5835,6
502,5369,6
502,18648,5
502,17893,10
502,2019,3
502,4357,3
502,9462,3
502,6653,6
502,1318,6
507,5070,3
507,8758,4
507,18694,4
507,14593,6
507,1603,1
507,13217,12
507,17703,1
507,13110,4
507,18800,10
507,20799,6
507,16903,11
507,3774,5
507,19771,4
507,20407,4
507,844,1
507,6206,6
507,14938,7
507,18952,8
507,796,5
507,5676,2
507,14184,7
507,4716,3
507,11358,13
507,4999,3
507,5389,5
507,20386,6
507,5295,3
507,5246,4
510,7422,1
510,3870,2
510,9001,2
510,6009,1
510,22127,1
510,6318,1
510,13134,2
510,17994,1
510,13537,1
510,11546,1
510,20510,1
510,6940,1
510,16972,1
510,11424,1
510,14862,1
510,6603,1
510,17194,1
510,16337,1
510,21497,1
510,21144,1
510,19133,2
511,20107,1
511,11242,7
511,8153,4
511,5323,3
511,3287,9
511,21235,3
511,6322,6
511,6825,5
511,4889,7
511,14425,8
511,9987,4
511,17537,8
512,17905,5
512,2782,3
512,6711,4
512,17775,3
512,10881,8
512,19392,2
512,20906,2
512,1433,3
515,10833,3
515,16809,3
518,2468,3
518,2558,1
518,2754,5
518,3529,5
518,5967,3
518,10443,4
518,12472,3
523,8602,2
523,12222,7
526,13137,2
526,10499,1
526,19038,4
526,14384,3
526,20272,3
526,20012,2
526,19617,4
526,4733,1
526,4887,4
526,19189,3
526,19731,4
526,19031,2
526,3879,4
526,7370,1
526,12031,3
526,3840,2
526,3022,1
526,19946,4
526,1576,2
526,15573,2
526,20206,1
526,21687,3
526,10540,2
527,17713,6
527,4452,1
528,21491,4
528,22110,5
528,9363,5
528,3906,3
528,7357,4
528,3070,4
528,22100,3
528,10596,3
528,1267,4
528,16001,5
528,22024,4
528,16427,4
528,3878,2
529,13051,4
529,6885,12
529,15197,3
532,17787,4
532,4177,8
532,21586,3
535,550,2
535,1122,5
535,3083,5
535,5233,4
535,12053,8
535,5921,9
535,7658,5
535,7736,1
535,18129,1
535,15204,7
535,11010,8
535,12460,7
535,9495,5
535,4035,10
535,16839,6
535,9834,2
535,18631,7
538,2929,1
541,7503,1
541,3321,5
542,1344,8
542,16809,5
542,6480,3
542,9863,4
542,8354,5
542,15210,6
542,696,10
542,4300,3
542,21901,3
542,7157,5
542,879,10
542,14973,6
542,13844,6
542,18068,5
543,6557,4
543,4745,2
543,16532,2
543,11265,2
543,5485,1
543,5326,1
545,5948,7
545,7761,7
549,19806,4
550,9023,2
550,575,3
550,7853,2
550,11228,1
550,7683,3
550,7528,3
550,1128,2
550,8494,2
550,18780,4
550,3379,5
550,13806,2
550,12058,1
550,11003,1
550,13943,3
550,2319,2
550,16795,3
550,3019,1
550,3563,2
550,12519,2
550,11055,2
550,18598,3
550,6869,2
550,2554,1
550,21843,2
550,1945,2
550,12260,2
550,17787,1
550,5932,1
550,4904,2
550,14789,1
552,18090,3
552,15808,5
552,7374,3
552,17202,3
552,2058,6
552,16975,4
552,20281,3
552,7834,3
552,1377,7
552,9611,1
552,7076,5
552,19558,1
552,20774,3
552,2208,1
553,10396,2
553,2051,3
553,4511,1
553,18058,4
554,20723,8
554,21747,1
554,22391,9
554,16173,8
554,18388,4
554,8098,2
554,11916,3
554,12034,5
554,835,3
554,11003,4
554,2492,8
554,1228,8
554,12235,3
554,14952,3
554,5221,7
554,5448,8
554,9940,2
554,12776,4
554,6594,7
554,12569,5
554,19312,5
554,8221,6
554,21682,5
554,5768,2
556,4357,1
556,4012,3
556,18648,3
557,5208,3
557,14432,4
557,14650,1
557,557,8
558,5198,3
558,15747,4
562,20128,9
562,17659,4
562,1193,4
562,11140,7
562,14116,4
562,3300,3
562,5777,8
562,22403,2
562,18782,5
562,6396,8
562,18991,7
562,6886,4
562,18893,3
562,8304,8
562,17860,8
562,14882,4
562,15362,5
562,15470,9
562,5066,7
562,16095,7
562,2374,5
562,15644,8
564,3741,2
564,2470,2
568,3103,6
568,4751,5
568,4401,4
568,9813,4
568,2532,3
568,1126,2
568,21324,2
568,4031,4
568,21274,7
568,5589,6
568,18638,4
568,21681,6
568,19964,5
568,18235,5
568,16103,5
568,839,3
568,16105,2
568,7288,2
568,13140,5
568,19621,2
568,19127,3
568,4077,3
568,14703,4
568,1618,5
568,20168,5
568,13408,2
568,11248,4
568,12025,3
568,7919,3
568,12745,4
568,5525,6
568,6398,5
568,20516,5
568,9567,3
568,4527,6
568,2160,2
568,20037,9
568,18167,5
568,20889,5
568,9996,5
568,6706,3
568,4917,3
568,11850,1
568,11473,8
568,17591,6
568,5165,3
568,13074,2
568,8062,2
568,3074,2
568,7978,3
568,3981,3
568,18539,3
568,18624,4
568,1517,5
568,21087,4
568,5010,4
568,5317,5
568,8795,4
568,7606,5
573,18800,2
573,6206,2
573,13110,1
575,12260,9
575,2895,4
575,3379,7
576,4801,6
577,14712,1
577,20914,4
577,3198,3
577,21643,4
577,14650,3
580,6963,2
580,14040,2
580,16585,1
580,8893,4
580,13175,1
580,14090,3
580,3720,3
580,17234,3
580,4375,2
580,15384,1
581,15337,2
583,21491,4
583,2734,2
583,3070,2
583,20337,3
583,2278,3
583,9562,3
583,22100,3
583,4818,4
583,3160,1
583,19442,3
583,15912,2
583,2329,3
583,15607,3
583,16427,2
583,9363,3
583,7357,2
583,19930,2
583,15878,4
584,15332,1
588,8081,2
588,9682,4
589,12336,1
589,6358,1
589,3861,1
589,6203,1
589,1408,1
589,5049,1
593,1401,1
593,4423,4
593,4232,3
593,8239,2
593,8169,4
593,4188,2
593,20636,2
593,9330,2
593,22317,2
593,13049,4
593,11560,3
593,20027,3
593,2922,3
593,20521,4
593,19602,1
593,1689,2
593,1965,1
593,1181,2
594,19805,3
594,8099,3
594,19028,1
594,16990,3
594,12463,2
594,15606,3
594,9156,3
594,4819,2
597,6499,3
597,17421,4
597,16987,18
597,9320,5
597,17490,2
597,15454,2
597,746,5
597,7919,1
600,17495,3
600,13866,2
600,16938,3
600,2315,5
600,17056,2
600,22100,2
600,7860,2
600,19891,2
600,22404,4
600,16001,3
600,5289,3
600,13178,2
600,16427,3
600,16639,2
600,16113,3
600,21491,2
600,7357,2
600,3070,2
600,16805,3
600,17684,2
600,22110,3
600,9562,3
600,18819,2
600,18888,2
600,2825,3
600,15928,3
600,9363,2
600,21498,2
600,8351,2
601,15714,1
601,16592,1
601,12361,1
601,18071,1
601,11986,2
601,6016,1
601,12882,2
601,20528,1
601,22162,1
601,10388,1
601,20092,2
601,20158,2
606,15510,5
606,21995,2
606,17309,3
606,12370,7
606,17764,3
606,6399,2
606,11565,3
606,20577,3
606,22444,3
606,6956,3
606,3780,5
606,2389,7
606,21813,4
606,7706,3
606,3914,5
608,19002,4
608,13555,4
608,16685,3
608,8443,1
608,12812,5
608,16087,4
608,10670,3
608,16431,3
608,21863,5
608,3081,3
608,12833,4
608,2890,4
608,9514,4
608,4372,5
608,14207,2
608,15162,2
608,5948,1
608,3862,3
608,14804,3
608,15533,4
608,12980,1
608,2897,2
608,4760,5
608,19658,3
609,7979,10
609,15553,4
609,10424,2
612,3392,3
616,12177,1
617,1509,4
617,9000,2
619,12086,3
619,15494,4
619,1945,3
619,18729,2
621,15754,2
621,6167,4
621,10256,7
621,1226,4
621,10257,5
621,8779,3
631,11911,2
631,945,2
631,19874,4
631,20248,1
631,16210,1
631,16015,2
631,8151,2
631,21610,2
631,16337,2
631,11992,2
631,7086,2
631,12874,2
631,721,2
631,4907,2
632,15912,5
632,17570,4
632,12783,3
632,7091,3
632,2278,3
632,12116,3
632,17056,4
632,17684,4
632,10995,3
632,3171,3
632,14633,2
632,15607,5
632,21491,4
632,18878,4
632,15839,1
632,22110,3
632,16336,3
632,9562,3
632,7767,3
632,7111,4
632,18338,5
632,3906,3
632,2825,4
632,15928,5
632,19930,4
632,8351,3
633,18447,2
633,3179,2
637,4988,6
637,4178,2
637,13910,2
637,8442,7
637,15183,1
639,20152,1
639,15787,1
639,20820,4
639,14649,3
641,12128,3
641,17566,1
643,18135,2
643,656,8
643,12053,3
643,7150,2
643,1413,2
643,5664,3
643,19105,2
643,17092,3
643,17089,4
643,3075,2
645,1871,4
645,16953,3
645,15787,3
645,15838,4
645,8363,1
645,9890,2
645,1543,3
647,6892,4
647,7776,4
647,12555,8
647,20036,4
647,6012,3
647,12361,5
647,2664,5
647,16106,6
647,8330,2
647,9769,4
647,8975,4
647,11482,4
647,6804,3
647,11099,3
647,10106,3
647,14257,4
647,20848,4
647,4719,1
647,12606,2
647,20571,6
651,13120,3
651,15399,4
651,2895,1
651,11006,1
651,14503,2
651,7249,2
652,7447,3
652,20269,2
652,16543,4
652,6553,3
652,21774,4
652,4827,3
652,9619,4
652,12338,4
652,10088,4
653,10222,3
656,19733,2
656,6695,1
656,5664,2
656,20603,5
656,17089,2
656,13520,3
656,22453,4
656,9388,5
656,18690,2
656,7150,3
656,11316,4
657,4338,3
657,2156,5
657,21425,4
657,9069,8
657,4675,3
657,7982,5
657,4363,6
657,17918,6
657,9499,4
657,20999,4
657,1031,2
658,10250,6
661,13712,2
661,13017,3
661,5713,2
661,10442,6
662,18460,3
662,1185,6
669,1931,2
669,21207,1
669,11903,1
669,16643,2
669,9304,2
669,4269,2
669,6442,1
669,8492,1
669,21399,1
669,6198,2
669,17991,1
669,2248,2
669,2163,1
669,13557,1
669,11729,1
669,19548,1
669,7804,1
669,19672,2
669,22147,1
669,14722,1
671,15358,3
671,18767,3
676,6089,3
677,8937,5
681,6708,1
681,17943,6
681,17479,5
681,17668,5
684,13555,5
684,15436,7
684,12237,5
684,7879,6
684,5298,6
684,19113,6
684,16251,10
684,4205,5
684,7934,9
684,18661,8
684,18952,4
684,12597,7
684,5040,3
684,10594,7
684,2546,8
684,6774,10
684,12146,7
684,10759,4
684,21817,4
684,14596,3
684,9071,7
684,14373,3
684,14782,11
684,18379,7
684,21335,4
684,16437,6
684,18928,7
684,3683,6
684,8126,5
684,21175,7
684,9501,4
684,16910,8
684,14151,2
689,7485,2
689,2527,2
689,4426,1
689,6523,4
689,21930,4
689,14650,2
690,10482,1
690,1801,1
690,7940,3
690,22237,1
690,11719,1
690,20888,2
690,6378,1
690,19877,3
690,10459,3
690,22438,3
690,17864,3
690,7822,1
690,21066,1
690,10479,1
696,10747,3
696,16809,5
696,11162,6
696,14973,8
696,12610,4
700,7812,1
700,19357,2
700,16203,3
700,15696,2
700,3891,1
702,4484,5
702,4063,5
702,1193,2
702,11140,4
702,20128,3
702,3300,5
702,12424,4
702,6714,6
702,22403,2
702,6396,6
702,12645,3
702,2025,4
702,4000,4
702,17860,5
702,9273,3
702,8277,3
702,15362,6
702,10105,6
702,15512,8
702,15552,2
702,10672,7
702,15644,3
704,7979,7
704,15714,3
704,12130,2
704,8868,2
707,11003,3
711,5659,3
711,21968,3
711,4210,5
711,15764,5
711,19364,4
711,20631,3
712,16666,5
712,5618,3
712,1299,4
712,10697,2
712,11988,4
712,1252,7
712,14391,3
713,18774,2
714,6956,2
714,14702,1
714,12370,3
714,18521,3
714,17764,1
714,12829,2
714,7061,1
714,6399,1
714,11565,2
714,20577,1
714,22444,2
714,2389,2
714,5861,2
714,3780,1
714,6071,1
714,21756,1
714,21813,2
714,10221,2
714,7706,1
714,21995,1
716,10970,1
716,11712,3
717,7154,2
717,13383,2
717,16669,1
717,14053,2
717,6635,3
719,7267,7
719,20355,4
719,18767,8
720,11710,3
720,16896,5
720,9653,4
720,18155,4
720,14799,4
720,11514,3
720,10117,2
720,6297,3
720,4918,1
720,11149,3
720,17685,3
720,6818,4
720,19578,3
720,925,3
720,8856,2
720,15135,1
720,9563,6
720,21921,3
720,8348,2
720,18220,3
720,14650,3
720,8219,3
720,12308,2
720,7542,2
720,18327,3
720,20415,3
720,3356,3
720,19707,4
720,21782,2
721,3768,3
721,11911,3
721,2745,3
721,4477,2
721,6197,4
721,16124,3
721,18739,2
721,3063,3
721,11544,2
721,11992,3
721,12907,3
721,12874,2
721,20826,1
721,1741,3
721,22084,2
721,15632,3
721,19329,2
721,17147,2
721,2040,4
721,20248,3
721,19874,3
721,16210,4
721,16015,2
721,8151,3
721,15181,3
721,16668,3
721,10778,2
721,7086,4
721,6822,1
721,18207,4
721,7937,4
721,3385,2
721,4648,3
722,2238,8
722,18893,2
722,1193,4
722,9515,6
722,4000,6
722,14116,3
722,3300,3
722,4425,4
722,15362,5
722,22403,3
722,20798,4
722,18782,5
722,16777,6
722,5066,6
722,12645,3
722,15644,6
727,14292,4
727,4653,5
727,19972,1
731,22181,3
731,11003,3
735,17629,6
735,3237,4
738,15686,2
738,17127,1
738,7400,10
738,8382,3
738,11927,5
738,14850,4
738,2723,4
738,18648,2
738,5678,5
738,873,4
738,2134,1
738,4978,4
738,6653,3
738,20710,4
738,14262,3
742,1886,4
742,17126,5
742,1585,5
742,11451,6
742,2554,8
742,22001,5
742,7880,2
742,11494,4
742,15771,5
742,19264,3
742,16246,7
742,20875,4
743,8153,6
743,21038,2
743,12681,1
743,5208,5
743,18484,7
743,16723,3
743,14055,6
743,4536,6
743,2695,1
743,15043,2
743,20888,9
743,4889,5
743,14650,3
743,13320,6
743,5426,2
743,6702,4
743,1359,1
743,18155,2
743,6585,8
743,12308,3
746,6499,7
746,16987,6
746,4017,6
746,19192,5
746,17490,5
746,15454,6
746,9320,5
746,17967,10
746,5156,1
746,17421,2
746,19998,6
746,20524,4
746,7864,3
746,2115,6
746,4625,9
746,18894,6
746,19255,5
747,15989,4
747,21549,3
749,6198,3
749,2163,3
749,21207,2
749,9304,3
753,5384,2
753,15565,3
753,17642,2
753,10583,1
753,8325,2
753,7043,1
753,18661,1
753,13412,1
753,15419,1
758,5304,2
758,11939,3
758,7605,4
758,21589,3
758,1446,3
758,21361,2
758,11504,3
758,980,4
758,9298,4
758,2380,5
758,15442,5
760,12086,4
760,14293,13
760,16079,5
760,13141,7
760,2613,6
760,18729,7
760,5542,7
760,2961,5
760,21289,7
760,7454,7
760,9547,5
760,8236,7
760,3019,1
761,15964,11
761,19341,5
761,3335,5
761,16702,2
761,9578,9
761,1924,12
761,2700,8
761,2348,9
761,1354,3
761,18990,4
762,11340,3
762,9156,6
762,9580,6
762,2335,5
762,21922,2
762,10907,4
762,17454,2
762,20528,5
762,8956,4
762,9431,2
762,4819,1
765,8451,4
765,9257,5
765,22426,3
765,12177,6
768,5524,1
768,18295,2
768,10497,4
768,15717,2
768,20990,3
768,20152,1
768,19197,3
768,20820,2
768,20883,1
768,8630,4
768,2869,3
768,14958,3
768,11223,3
768,12062,3
768,1199,3
768,10174,1
768,17550,2
768,13963,2
768,1136,3
768,1020,3
768,5000,2
768,17901,3
768,13056,2
768,3314,2
768,827,4
768,22066,2
768,3915,2
768,20045,4
768,12589,1
768,15822,3
775,16362,2
776,2640,11
776,4716,3
776,4296,3
779,19092,2
779,12076,3
779,8459,5
779,6023,2
779,6199,1
779,10610,3
779,21609,1
779,10150,5
779,10488,2
779,16340,4
788,13781,6
788,15684,5
790,17507,4
790,891,3
790,8417,3
790,21144,1
790,15990,2
790,1182,1
790,21438,1
791,13757,4
791,21434,3
791,8902,2
791,10289,2
794,4441,8
794,10608,10
794,2990,2
794,14490,1
794,5156,7
794,12950,2
794,19896,7
794,19815,2
794,21489,8
794,7348,8
794,17345,1
794,6950,2
794,6390,4
796,18694,4
796,11358,3
796,6206,4
796,5389,5
796,11875,2
798,11563,5
798,8520,2
798,6148,4
798,18572,4
800,15060,4
800,9558,2
800,16121,5
800,10329,2
800,5303,4
800,19037,1
800,19457,2
800,17707,1
801,14861,2
801,18938,4
802,6244,7
802,17914,1
802,3429,2
802,17194,2
802,13960,3
802,16594,6
802,11546,1
802,15965,5
802,7812,4
802,9408,2
802,11296,4
802,6603,3
802,20314,2
802,18207,2
802,7086,2
802,1142,4
802,7917,2
802,17079,3
802,3870,2
802,20131,6
802,16124,2
802,12988,8
802,13537,2
802,21610,1
802,12160,3
802,6318,4
802,11424,5
802,20826,1
802,21438,4
802,6940,1
802,5844,4
802,945,6
802,14862,8
802,13861,1
802,13134,4
802,4907,1
802,16337,2
802,9001,2
802,18656,1
802,21144,2
802,19133,7
806,8007,6
806,17283,6
806,9690,9
806,4727,5
806,17499,5
806,5665,6
806,13890,5
806,11881,4
807,8642,4
807,2890,3
810,13257,4
810,8665,1
810,18821,3
811,13551,3
811,8395,3
811,8985,1
811,11507,3
811,13776,3
811,1602,4
811,4211,2
811,16779,2
811,13053,5
811,7867,1
811,20556,2
811,11663,3
811,19702,4
811,15808,3
811,8514,3
811,12965,4
811,12300,2
811,12512,5
811,15410,1
811,22435,1
811,2282,4
811,11524,2
811,3676,3
811,14591,3
811,14628,2
811,4874,2
811,2058,2
811,18090,4
811,4967,3
811,19560,3
811,8910,2
811,7503,4
811,11102,4
811,5785,3
811,20488,2
811,8413,2
812,5353,3
812,8257,1
812,9856,7
815,9279,4
815,11808,6
815,7726,8
815,9674,3
815,18382,8
815,13562,4
815,14870,6
815,14827,4
817,16368,9
817,3728,2
817,15341,3
817,15553,3
817,17026,3
817,21922,7
819,7099,4
819,10879,4
819,9174,4
819,16487,8
819,21929,7
819,16885,8
827,1168,5
827,5524,1
827,10981,2
827,10497,7
827,15717,3
827,20990,6
827,20152,1
827,19197,4
827,20820,3
827,10630,4
827,20883,3
827,1199,4
827,2869,5
827,18295,3
827,11223,6
827,3718,6
827,12062,5
827,10174,4
827,12589,2
827,13963,5
827,1136,4
827,17550,5
827,5000,3
827,13056,3
827,3314,3
827,16191,4
827,5196,6
827,14147,6
827,22066,3
827,16657,3
827,8955,2
827,3915,4
827,13043,5
827,20045,6
827,17920,4
827,22321,5
827,15822,4
828,7552,3
828,16733,2
831,12248,4
831,14668,3
831,14168,2
831,21882,4
831,17106,6
831,19386,6
831,10117,3
831,12286,5
831,19906,4
831,20415,5
831,14650,3
831,14413,5
831,22254,4
832,14650,2
832,4732,3
834,5375,3
835,11802,3
835,19092,5
835,22391,5
835,22087,2
835,17055,4
835,6990,2
835,10495,4
835,6862,2
835,10638,5
835,12502,1
836,12250,4
836,8821,4
837,19487,3
837,2664,3
838,19756,2
839,3103,4
839,4751,2
839,4401,5
839,9813,2
839,2532,7
839,1126,2
839,21324,2
839,5229,2
839,4031,9
839,21274,1
839,5589,1
839,21681,3
839,19964,5
839,18235,5
839,16105,8
839,7288,4
839,13140,2
839,19621,8
839,19127,3
839,4077,3
839,14703,4
839,1618,3
839,20168,5
839,13408,3
839,11248,3
839,12025,9
839,7919,2
839,12745,3
839,5525,3
839,6398,4
839,20516,6
839,9567,7
839,4527,3
839,2160,2
839,20037,5
839,18167,5
839,20889,7
839,9996,4
839,6706,5
839,4917,1
839,11850,10
839,11473,4
839,5925,2
839,17591,2
839,5165,5
839,13074,6
839,8062,3
839,3074,3
839,18638,2
839,7978,3
839,3981,8
839,18539,6
839,18624,8
839,1517,5
839,21087,5
839,5010,3
839,5317,7
839,8795,4
839,7606,4
842,3359,3
842,12552,3
842,18155,2
842,14799,3
842,17685,3
842,19707,3
844,8936,5
845,14650,8
845,955,6
845,17328,3
845,20597,9
845,20415,7
845,20442,4
845,14668,4
845,1727,1
845,19386,9
845,6818,6
847,3633,4
847,16809,4
848,21272,1
848,2135,2
848,13731,3
848,14155,1
848,16128,4
848,22078,3
848,11423,3
848,4152,2
848,6379,3
848,9532,1
848,21538,3
848,7813,2
848,14862,2
848,21123,2
848,2983,3
848,10018,3
848,19091,1
848,12252,2
848,15744,2
851,21217,1
851,10488,3
851,9699,4
851,7608,3
855,12941,4
855,6688,2
855,20888,3
856,8268,2
856,13314,2
860,8140,7
860,7257,7
862,17135,5
862,17847,3
869,4536,2
869,13032,2
869,8064,3
869,1359,4
869,6702,2
870,11418,5
870,13617,8
870,16463,5
870,7081,6
873,20710,6
873,13321,2
873,8405,3
873,3966,6
873,18648,3
873,20334,4
873,4978,5
873,4357,3
873,16133,1
873,14262,3
875,12248,6
875,12286,4
875,19906,4
875,17110,5
875,18155,3
875,20415,5
875,22254,6
877,13494,1
877,12902,2
879,12432,4
879,14131,4
879,10747,4
879,16809,5
879,12055,2
879,1266,8
879,14973,4
879,7268,7
880,19509,2
883,9833,2
883,20158,4
883,12507,2
883,18601,3
885,20415,4
885,8397,4
885,7084,3
885,15189,3
886,2869,4
886,21133,2
886,14958,1
887,19343,10
